,Compound,Date,Negative,Neutral,Positive,Sources,Tweets Ago
276,0.34,Mon Jun 04 16:19:39 +0000 2018,0.101,0.734,0.165,@FoxNews,77
277,0.0,Mon Jun 04 16:15:16 +0000 2018,0.0,1.0,0.0,@FoxNews,78
278,0.128,Mon Jun 04 16:08:00 +0000 2018,0.111,0.754,0.136,@FoxNews,79
279,0.5574,Mon Jun 04 16:05:50 +0000 2018,0.0,0.769,0.231,@FoxNews,80
280,-0.4767,Mon Jun 04 16:02:31 +0000 2018,0.193,0.807,0.0,@FoxNews,81
281,0.4215,Mon Jun 04 15:58:47 +0000 2018,0.0,0.823,0.177,@FoxNews,82
282,-0.7269,Mon Jun 04 15:44:21 +0000 2018,0.404,0.596,0.0,@FoxNews,83
283,0.0,Mon Jun 04 15:39:47 +0000 2018,0.0,1.0,0.0,@FoxNews,84
284,0.8176,Mon Jun 04 15:30:02 +0000 2018,0.0,0.694,0.306,@FoxNews,85
285,-0.7579,Mon Jun 04 15:27:47 +0000 2018,0.289,0.711,0.0,@FoxNews,86
286,0.0,Mon Jun 04 15:21:30 +0000 2018,0.0,1.0,0.0,@FoxNews,87
287,-0.4588,Mon Jun 04 15:11:27 +0000 2018,0.167,0.833,0.0,@FoxNews,88
288,0.4767,Mon Jun 04 15:07:11 +0000 2018,0.0,0.871,0.129,@FoxNews,89
289,-0.4588,Mon Jun 04 15:02:14 +0000 2018,0.158,0.842,0.0,@FoxNews,90
290,-0.25,Mon Jun 04 14:58:24 +0000 2018,0.219,0.663,0.117,@FoxNews,91
291,0.5574,Mon Jun 04 14:54:00 +0000 2018,0.0,0.806,0.194,@FoxNews,92
292,0.3818,Mon Jun 04 14:52:19 +0000 2018,0.0,0.847,0.153,@FoxNews,93
293,0.128,Mon Jun 04 14:49:00 +0000 2018,0.111,0.754,0.136,@FoxNews,94
294,-0.296,Mon Jun 04 14:41:19 +0000 2018,0.128,0.872,0.0,@FoxNews,95
295,0.5574,Mon Jun 04 14:36:09 +0000 2018,0.0,0.753,0.247,@FoxNews,96
296,-0.25,Mon Jun 04 14:31:19 +0000 2018,0.209,0.68,0.112,@FoxNews,97
297,0.34,Mon Jun 04 14:25:28 +0000 2018,0.101,0.734,0.165,@FoxNews,98
298,0.5574,Mon Jun 04 14:21:42 +0000 2018,0.0,0.795,0.205,@FoxNews,99
299,0.3595,Mon Jun 04 14:18:08 +0000 2018,0.0,0.849,0.151,@FoxNews,100
300,0.0,Tue Jun 05 00:47:06 +0000 2018,0.0,1.0,0.0,@nytimes,1
301,0.0,Tue Jun 05 00:32:05 +0000 2018,0.0,1.0,0.0,@nytimes,2
302,-0.5574,Tue Jun 05 00:17:02 +0000 2018,0.159,0.841,0.0,@nytimes,3
303,0.7351,Tue Jun 05 00:03:05 +0000 2018,0.0,0.617,0.383,@nytimes,4
304,0.0,Mon Jun 04 23:53:03 +0000 2018,0.0,1.0,0.0,@nytimes,5
305,0.5994,Mon Jun 04 23:47:01 +0000 2018,0.0,0.804,0.196,@nytimes,6
306,0.0,Mon Jun 04 23:36:01 +0000 2018,0.0,1.0,0.0,@nytimes,7
307,0.0,Mon Jun 04 23:32:03 +0000 2018,0.0,1.0,0.0,@nytimes,8
308,0.0,Mon Jun 04 23:17:06 +0000 2018,0.0,1.0,0.0,@nytimes,9
309,0.4939,Mon Jun 04 23:02:04 +0000 2018,0.0,0.868,0.132,@nytimes,10
310,0.0,Mon Jun 04 22:47:06 +0000 2018,0.0,1.0,0.0,@nytimes,11
311,0.0,Mon Jun 04 22:32:06 +0000 2018,0.0,1.0,0.0,@nytimes,12
312,0.0,Mon Jun 04 22:15:09 +0000 2018,0.0,1.0,0.0,@nytimes,13
313,0.0,Mon Jun 04 22:02:06 +0000 2018,0.0,1.0,0.0,@nytimes,14
314,-0.4019,Mon Jun 04 21:47:05 +0000 2018,0.114,0.886,0.0,@nytimes,15
315,0.5574,Mon Jun 04 21:32:05 +0000 2018,0.0,0.833,0.167,@nytimes,16
316,-0.6705,Mon Jun 04 21:20:05 +0000 2018,0.17,0.83,0.0,@nytimes,17
317,0.1655,Mon Jun 04 21:10:06 +0000 2018,0.0,0.912,0.088,@nytimes,18
318,-0.6369,Mon Jun 04 21:00:07 +0000 2018,0.167,0.833,0.0,@nytimes,19
319,0.0,Mon Jun 04 20:50:03 +0000 2018,0.0,1.0,0.0,@nytimes,20
320,0.0,Mon Jun 04 20:36:03 +0000 2018,0.0,1.0,0.0,@nytimes,21
321,-0.0516,Mon Jun 04 20:31:08 +0000 2018,0.054,0.946,0.0,@nytimes,22
322,0.296,Mon Jun 04 20:20:05 +0000 2018,0.0,0.901,0.099,@nytimes,23
323,0.6597,Mon Jun 04 20:10:02 +0000 2018,0.0,0.769,0.231,@nytimes,24
324,0.5106,Mon Jun 04 20:00:12 +0000 2018,0.0,0.858,0.142,@nytimes,25
325,0.3716,Mon Jun 04 19:50:04 +0000 2018,0.063,0.816,0.121,@nytimes,26
326,-0.7506,Mon Jun 04 19:40:02 +0000 2018,0.412,0.588,0.0,@nytimes,27
327,0.0,Mon Jun 04 19:30:16 +0000 2018,0.0,1.0,0.0,@nytimes,28
328,0.3182,Mon Jun 04 19:20:04 +0000 2018,0.0,0.901,0.099,@nytimes,29
329,0.1779,Mon Jun 04 19:10:05 +0000 2018,0.0,0.925,0.075,@nytimes,30
330,0.0258,Mon Jun 04 19:00:10 +0000 2018,0.224,0.544,0.231,@nytimes,31
331,0.6249,Mon Jun 04 18:50:06 +0000 2018,0.0,0.83,0.17,@nytimes,32
332,0.7096,Mon Jun 04 18:40:07 +0000 2018,0.0,0.731,0.269,@nytimes,33
333,-0.765,Mon Jun 04 18:31:03 +0000 2018,0.292,0.708,0.0,@nytimes,34
334,0.1531,Mon Jun 04 18:20:06 +0000 2018,0.0,0.918,0.082,@nytimes,35
335,0.0,Mon Jun 04 18:10:08 +0000 2018,0.0,1.0,0.0,@nytimes,36
336,-0.3818,Mon Jun 04 18:00:05 +0000 2018,0.138,0.78,0.082,@nytimes,37
337,0.7906,Mon Jun 04 17:50:05 +0000 2018,0.0,0.708,0.292,@nytimes,38
338,-0.4767,Mon Jun 04 17:40:10 +0000 2018,0.181,0.819,0.0,@nytimes,39
339,0.0,Mon Jun 04 17:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,40
340,0.5719,Mon Jun 04 17:20:10 +0000 2018,0.0,0.829,0.171,@nytimes,41
341,0.0,Mon Jun 04 17:10:06 +0000 2018,0.0,1.0,0.0,@nytimes,42
342,0.2023,Mon Jun 04 17:00:07 +0000 2018,0.141,0.649,0.21,@nytimes,43
343,0.0,Mon Jun 04 16:56:20 +0000 2018,0.0,1.0,0.0,@nytimes,44
344,0.0,Mon Jun 04 16:55:40 +0000 2018,0.0,1.0,0.0,@nytimes,45
345,0.296,Mon Jun 04 16:53:16 +0000 2018,0.111,0.726,0.162,@nytimes,46
346,0.128,Mon Jun 04 16:50:05 +0000 2018,0.096,0.786,0.118,@nytimes,47
347,-0.5267,Mon Jun 04 16:45:04 +0000 2018,0.196,0.804,0.0,@nytimes,48
348,-0.2382,Mon Jun 04 16:40:15 +0000 2018,0.136,0.775,0.09,@nytimes,49
349,0.3818,Mon Jun 04 16:35:05 +0000 2018,0.0,0.88,0.12,@nytimes,50
350,0.0,Mon Jun 04 16:30:09 +0000 2018,0.0,1.0,0.0,@nytimes,51
351,0.0,Mon Jun 04 16:20:02 +0000 2018,0.0,1.0,0.0,@nytimes,52
352,0.0,Mon Jun 04 16:10:05 +0000 2018,0.0,1.0,0.0,@nytimes,53
353,0.5719,Mon Jun 04 16:00:06 +0000 2018,0.0,0.866,0.134,@nytimes,54
354,-0.2411,Mon Jun 04 15:50:02 +0000 2018,0.103,0.897,0.0,@nytimes,55
355,0.1531,Mon Jun 04 15:40:10 +0000 2018,0.092,0.789,0.118,@nytimes,56
356,-0.9217,Mon Jun 04 15:30:07 +0000 2018,0.504,0.496,0.0,@nytimes,57
357,-0.0258,Mon Jun 04 15:20:02 +0000 2018,0.052,0.899,0.049,@nytimes,58
358,0.0,Mon Jun 04 15:10:07 +0000 2018,0.0,1.0,0.0,@nytimes,59
359,0.2144,Mon Jun 04 15:00:13 +0000 2018,0.074,0.777,0.149,@nytimes,60
360,0.4939,Mon Jun 04 14:40:06 +0000 2018,0.0,0.862,0.138,@nytimes,61
361,0.5574,Mon Jun 04 14:35:55 +0000 2018,0.0,0.833,0.167,@nytimes,62
362,-0.296,Mon Jun 04 14:30:07 +0000 2018,0.145,0.855,0.0,@nytimes,63
363,0.0,Mon Jun 04 14:14:00 +0000 2018,0.0,1.0,0.0,@nytimes,64
364,0.6808,Mon Jun 04 14:05:04 +0000 2018,0.0,0.663,0.337,@nytimes,65
365,0.0,Mon Jun 04 13:51:36 +0000 2018,0.0,1.0,0.0,@nytimes,66
366,-0.4102,Mon Jun 04 13:51:05 +0000 2018,0.206,0.701,0.093,@nytimes,67
367,0.0,Mon Jun 04 13:43:04 +0000 2018,0.0,1.0,0.0,@nytimes,68
368,0.6705,Mon Jun 04 13:30:08 +0000 2018,0.0,0.756,0.244,@nytimes,69
369,0.3182,Mon Jun 04 13:29:20 +0000 2018,0.0,0.897,0.103,@nytimes,70
370,0.4939,Mon Jun 04 13:28:04 +0000 2018,0.0,0.868,0.132,@nytimes,71
371,0.0,Mon Jun 04 13:16:03 +0000 2018,0.0,1.0,0.0,@nytimes,72
372,0.0,Mon Jun 04 13:00:15 +0000 2018,0.0,1.0,0.0,@nytimes,73
373,-0.7841,Mon Jun 04 12:45:09 +0000 2018,0.33,0.67,0.0,@nytimes,74
374,-0.6486,Mon Jun 04 12:15:04 +0000 2018,0.227,0.773,0.0,@nytimes,75
375,-0.802,Mon Jun 04 12:10:07 +0000 2018,0.286,0.714,0.0,@nytimes,76
376,-0.5994,Mon Jun 04 12:00:08 +0000 2018,0.196,0.804,0.0,@nytimes,77
377,-0.7579,Mon Jun 04 11:44:05 +0000 2018,0.289,0.711,0.0,@nytimes,78
378,-0.875,Mon Jun 04 11:31:06 +0000 2018,0.417,0.583,0.0,@nytimes,79
379,-0.8625,Mon Jun 04 11:14:03 +0000 2018,0.312,0.688,0.0,@nytimes,80
380,-0.2732,Mon Jun 04 11:00:07 +0000 2018,0.104,0.896,0.0,@nytimes,81
381,0.0,Mon Jun 04 10:43:04 +0000 2018,0.0,1.0,0.0,@nytimes,82
382,0.4019,Mon Jun 04 10:31:03 +0000 2018,0.0,0.87,0.13,@nytimes,83
383,-0.6369,Mon Jun 04 10:17:03 +0000 2018,0.259,0.639,0.102,@nytimes,84
384,0.0,Mon Jun 04 10:00:06 +0000 2018,0.0,1.0,0.0,@nytimes,85
385,-0.6597,Mon Jun 04 09:45:08 +0000 2018,0.206,0.794,0.0,@nytimes,86
386,0.4019,Mon Jun 04 09:30:03 +0000 2018,0.0,0.876,0.124,@nytimes,87
387,0.0,Mon Jun 04 09:15:05 +0000 2018,0.0,1.0,0.0,@nytimes,88
388,0.438,Mon Jun 04 09:00:04 +0000 2018,0.0,0.879,0.121,@nytimes,89
389,-0.5106,Mon Jun 04 08:44:03 +0000 2018,0.142,0.858,0.0,@nytimes,90
390,-0.0572,Mon Jun 04 08:29:05 +0000 2018,0.075,0.925,0.0,@nytimes,91
391,0.4767,Mon Jun 04 08:16:05 +0000 2018,0.0,0.866,0.134,@nytimes,92
392,0.0,Mon Jun 04 08:00:09 +0000 2018,0.0,1.0,0.0,@nytimes,93
393,0.25,Mon Jun 04 07:45:04 +0000 2018,0.121,0.67,0.21,@nytimes,94
394,-0.3818,Mon Jun 04 07:16:55 +0000 2018,0.126,0.874,0.0,@nytimes,95
395,-0.4854,Mon Jun 04 07:03:53 +0000 2018,0.206,0.794,0.0,@nytimes,96
396,-0.3818,Mon Jun 04 06:47:15 +0000 2018,0.126,0.874,0.0,@nytimes,97
397,-0.5574,Mon Jun 04 06:30:43 +0000 2018,0.223,0.777,0.0,@nytimes,98
398,0.4995,Mon Jun 04 06:14:16 +0000 2018,0.0,0.818,0.182,@nytimes,99
399,-0.3248,Mon Jun 04 05:57:32 +0000 2018,0.149,0.775,0.076,@nytimes,100
400,0.0,Tue Jun 05 00:52:03 +0000 2018,0.0,1.0,0.0,@CNN,1
401,0.0,Tue Jun 05 00:44:42 +0000 2018,0.0,1.0,0.0,@CNN,2
402,0.2263,Tue Jun 05 00:35:24 +0000 2018,0.0,0.872,0.128,@CNN,3
403,0.2263,Tue Jun 05 00:32:04 +0000 2018,0.0,0.888,0.112,@CNN,4
404,0.0,Tue Jun 05 00:28:11 +0000 2018,0.0,1.0,0.0,@CNN,5
405,0.0,Tue Jun 05 00:16:31 +0000 2018,0.0,1.0,0.0,@CNN,6
406,0.0,Tue Jun 05 00:15:22 +0000 2018,0.0,1.0,0.0,@CNN,7
407,-0.891,Tue Jun 05 00:06:05 +0000 2018,0.371,0.629,0.0,@CNN,8
408,0.0,Tue Jun 05 00:01:10 +0000 2018,0.0,1.0,0.0,@CNN,9
409,0.0,Mon Jun 04 23:56:05 +0000 2018,0.0,1.0,0.0,@CNN,10
410,0.3182,Mon Jun 04 23:53:45 +0000 2018,0.0,0.887,0.113,@CNN,11
411,0.0,Mon Jun 04 23:51:05 +0000 2018,0.0,1.0,0.0,@CNN,12
412,0.4939,Mon Jun 04 23:46:22 +0000 2018,0.0,0.833,0.167,@CNN,13
413,0.4215,Mon Jun 04 23:44:35 +0000 2018,0.132,0.613,0.255,@CNN,14
414,-0.4767,Mon Jun 04 23:43:58 +0000 2018,0.171,0.829,0.0,@CNN,15
415,0.0,Mon Jun 04 23:41:15 +0000 2018,0.0,1.0,0.0,@CNN,16
416,0.0,Mon Jun 04 23:31:19 +0000 2018,0.0,1.0,0.0,@CNN,17
417,0.0,Mon Jun 04 23:27:06 +0000 2018,0.0,1.0,0.0,@CNN,18
418,0.4939,Mon Jun 04 23:26:08 +0000 2018,0.0,0.738,0.262,@CNN,19
419,0.0,Mon Jun 04 23:23:52 +0000 2018,0.0,1.0,0.0,@CNN,20
420,0.0,Mon Jun 04 23:22:00 +0000 2018,0.0,1.0,0.0,@CNN,21
421,0.0,Mon Jun 04 23:18:06 +0000 2018,0.0,1.0,0.0,@CNN,22
422,0.0,Mon Jun 04 23:02:25 +0000 2018,0.0,1.0,0.0,@CNN,23
423,-0.7269,Mon Jun 04 23:01:50 +0000 2018,0.353,0.647,0.0,@CNN,24
424,-0.6808,Mon Jun 04 23:00:57 +0000 2018,0.254,0.69,0.056,@CNN,25
425,0.6369,Mon Jun 04 22:47:54 +0000 2018,0.0,0.785,0.215,@CNN,26
426,-0.4404,Mon Jun 04 22:47:34 +0000 2018,0.146,0.854,0.0,@CNN,27
427,-0.4404,Mon Jun 04 22:39:49 +0000 2018,0.196,0.804,0.0,@CNN,28
428,0.0,Mon Jun 04 22:31:16 +0000 2018,0.0,1.0,0.0,@CNN,29
429,0.5574,Mon Jun 04 22:18:55 +0000 2018,0.0,0.816,0.184,@CNN,30
430,-0.2263,Mon Jun 04 22:11:08 +0000 2018,0.095,0.905,0.0,@CNN,31
431,-0.5859,Mon Jun 04 22:01:04 +0000 2018,0.27,0.73,0.0,@CNN,32
432,0.3612,Mon Jun 04 22:00:59 +0000 2018,0.0,0.878,0.122,@CNN,33
433,-0.3612,Mon Jun 04 21:56:35 +0000 2018,0.116,0.884,0.0,@CNN,34
434,0.0,Mon Jun 04 21:48:56 +0000 2018,0.0,1.0,0.0,@CNN,35
435,0.3182,Mon Jun 04 21:36:03 +0000 2018,0.126,0.628,0.246,@CNN,36
436,-0.4549,Mon Jun 04 21:33:05 +0000 2018,0.166,0.834,0.0,@CNN,37
437,-0.1027,Mon Jun 04 21:27:09 +0000 2018,0.18,0.702,0.118,@CNN,38
438,0.0,Mon Jun 04 21:21:06 +0000 2018,0.0,1.0,0.0,@CNN,39
439,0.3804,Mon Jun 04 21:16:09 +0000 2018,0.0,0.885,0.115,@CNN,40
440,0.2023,Mon Jun 04 21:11:03 +0000 2018,0.0,0.909,0.091,@CNN,41
441,-0.1531,Mon Jun 04 21:06:05 +0000 2018,0.11,0.89,0.0,@CNN,42
442,0.3818,Mon Jun 04 21:00:24 +0000 2018,0.0,0.86,0.14,@CNN,43
443,-0.5267,Mon Jun 04 20:56:37 +0000 2018,0.289,0.588,0.123,@CNN,44
444,0.0,Mon Jun 04 20:47:57 +0000 2018,0.0,1.0,0.0,@CNN,45
445,0.4767,Mon Jun 04 20:29:42 +0000 2018,0.0,0.846,0.154,@CNN,46
446,-0.0191,Mon Jun 04 20:25:28 +0000 2018,0.076,0.924,0.0,@CNN,47
447,-0.5574,Mon Jun 04 20:18:27 +0000 2018,0.235,0.765,0.0,@CNN,48
448,0.0,Mon Jun 04 20:16:47 +0000 2018,0.0,1.0,0.0,@CNN,49
449,-0.7845,Mon Jun 04 20:07:45 +0000 2018,0.257,0.743,0.0,@CNN,50
450,-0.3182,Mon Jun 04 20:07:33 +0000 2018,0.099,0.901,0.0,@CNN,51
451,-0.1174,Mon Jun 04 19:57:18 +0000 2018,0.113,0.798,0.09,@CNN,52
452,-0.4404,Mon Jun 04 19:50:01 +0000 2018,0.132,0.868,0.0,@CNN,53
453,0.7506,Mon Jun 04 19:46:05 +0000 2018,0.0,0.701,0.299,@CNN,54
454,0.0397,Mon Jun 04 19:36:17 +0000 2018,0.092,0.809,0.098,@CNN,55
455,-0.2023,Mon Jun 04 19:35:41 +0000 2018,0.079,0.921,0.0,@CNN,56
456,0.0,Mon Jun 04 19:32:10 +0000 2018,0.0,1.0,0.0,@CNN,57
457,0.3182,Mon Jun 04 19:30:55 +0000 2018,0.0,0.881,0.119,@CNN,58
458,0.872,Mon Jun 04 19:20:07 +0000 2018,0.0,0.595,0.405,@CNN,59
459,-0.296,Mon Jun 04 19:10:24 +0000 2018,0.099,0.901,0.0,@CNN,60
460,0.0,Mon Jun 04 19:07:52 +0000 2018,0.0,1.0,0.0,@CNN,61
461,0.0,Mon Jun 04 19:02:07 +0000 2018,0.0,1.0,0.0,@CNN,62
462,0.7351,Mon Jun 04 19:00:17 +0000 2018,0.089,0.61,0.301,@CNN,63
463,-0.4767,Mon Jun 04 18:54:55 +0000 2018,0.147,0.853,0.0,@CNN,64
464,-0.5574,Mon Jun 04 18:50:06 +0000 2018,0.153,0.847,0.0,@CNN,65
465,0.0,Mon Jun 04 18:45:26 +0000 2018,0.0,1.0,0.0,@CNN,66
466,-0.2263,Mon Jun 04 18:40:06 +0000 2018,0.139,0.757,0.104,@CNN,67
467,-0.5994,Mon Jun 04 18:30:11 +0000 2018,0.224,0.776,0.0,@CNN,68
468,-0.4404,Mon Jun 04 18:20:06 +0000 2018,0.187,0.813,0.0,@CNN,69
469,0.0,Mon Jun 04 18:10:06 +0000 2018,0.0,1.0,0.0,@CNN,70
470,0.6249,Mon Jun 04 18:00:35 +0000 2018,0.0,0.779,0.221,@CNN,71
471,0.0,Mon Jun 04 18:00:01 +0000 2018,0.0,1.0,0.0,@CNN,72
472,0.0,Mon Jun 04 17:50:05 +0000 2018,0.0,1.0,0.0,@CNN,73
473,-0.4767,Mon Jun 04 17:45:00 +0000 2018,0.171,0.829,0.0,@CNN,74
474,-0.4019,Mon Jun 04 17:40:05 +0000 2018,0.213,0.787,0.0,@CNN,75
475,-0.1779,Mon Jun 04 17:30:07 +0000 2018,0.098,0.837,0.065,@CNN,76
476,0.0,Mon Jun 04 17:21:00 +0000 2018,0.0,1.0,0.0,@CNN,77
477,0.0,Mon Jun 04 17:13:06 +0000 2018,0.0,1.0,0.0,@CNN,78
478,0.0,Mon Jun 04 17:06:25 +0000 2018,0.0,1.0,0.0,@CNN,79
479,0.0,Mon Jun 04 16:58:47 +0000 2018,0.0,1.0,0.0,@CNN,80
480,0.0,Mon Jun 04 16:41:00 +0000 2018,0.0,1.0,0.0,@CNN,81
481,0.0,Mon Jun 04 16:33:38 +0000 2018,0.0,1.0,0.0,@CNN,82
482,0.0,Mon Jun 04 16:20:04 +0000 2018,0.0,1.0,0.0,@CNN,83
483,-0.3182,Mon Jun 04 16:10:00 +0000 2018,0.099,0.901,0.0,@CNN,84
484,0.0,Mon Jun 04 16:00:09 +0000 2018,0.0,1.0,0.0,@CNN,85
485,-0.25,Mon Jun 04 15:50:05 +0000 2018,0.1,0.9,0.0,@CNN,86
486,-0.5574,Mon Jun 04 15:40:08 +0000 2018,0.153,0.847,0.0,@CNN,87
487,0.0,Mon Jun 04 15:31:58 +0000 2018,0.0,1.0,0.0,@CNN,88
488,0.2732,Mon Jun 04 15:19:54 +0000 2018,0.0,0.884,0.116,@CNN,89
489,0.0,Mon Jun 04 15:06:00 +0000 2018,0.0,1.0,0.0,@CNN,90
490,0.4215,Mon Jun 04 14:55:39 +0000 2018,0.0,0.872,0.128,@CNN,91
491,0.8271,Mon Jun 04 14:44:40 +0000 2018,0.0,0.628,0.372,@CNN,92
492,0.7351,Mon Jun 04 14:35:11 +0000 2018,0.083,0.639,0.278,@CNN,93
493,0.1655,Mon Jun 04 14:32:51 +0000 2018,0.0,0.924,0.076,@CNN,94
494,0.5267,Mon Jun 04 14:20:07 +0000 2018,0.111,0.606,0.283,@CNN,95
495,0.5106,Mon Jun 04 14:10:12 +0000 2018,0.0,0.845,0.155,@CNN,96
496,0.0,Mon Jun 04 13:58:19 +0000 2018,0.0,1.0,0.0,@CNN,97
497,0.4754,Mon Jun 04 13:50:06 +0000 2018,0.0,0.829,0.171,@CNN,98
498,-0.1027,Mon Jun 04 13:40:10 +0000 2018,0.113,0.887,0.0,@CNN,99
499,0.0,Mon Jun 04 13:35:59 +0000 2018,0.0,1.0,0.0,@CNN,100
